"","ent_mun","year","month","homicides","pop_est","homicide_rate","mun","first_place_raw_votes","second_place_raw_votes","efec","first_place_party","second_place_party","alternation_index","pan_consec_yrs_in_pwr","date","election_year","post_election_avg_rate"
"2994","13028",2005,"11",1,108278.21502391,11.2441824029991,"HUEJUTLA DE REYES",13803,13527,36120,"prd","pri",1,0,2005-11-01,1,2.70967276050227
"2995","13028",2008,"11",1,108300.109791332,11.2419091942366,"HUEJUTLA DE REYES",15209,14072,41314,"pan","pri",2,1,2008-11-01,1,3.96542467852931
"2996","13028",2011,"07",1,122907.018485015,9.58631834841285,"HUEJUTLA DE REYES",21298,17104,49046,"conve","pri",3,0,2011-07-01,1,4.10052589157103
"2997","13028",2016,"06",0,122916.614187903,0,"HUEJUTLA DE REYES",20599,16139.62,52979,"pes","pri",4,0,2016-06-01,1,4.5404220819081
"2998","13028",2020,"10",0,122924.288636136,0,"HUEJUTLA DE REYES",16393,11725,52135,"pes","pri",4,0,2020-10-01,1,4.52810076906279
"2999","13029",2002,"11",1,38051.3369601985,31.9962476291832,"HUICHAPAN",6770,5802,12572,"pan","pri",0,1,2002-11-01,1,4.46689789453984
"3000","13029",2005,"11",0,38060.6020785122,0,"HUICHAPAN",6299,4935,12447,"pri","pan",1,0,2005-11-01,1,2.9690830506532
"3001","13029",2008,"11",0,38069.8714505918,0,"HUICHAPAN",7040,2520,12847,"pri","conve",1,0,2008-11-01,1,3.29204997228121
"3002","13029",2011,"07",0,44254.6518664774,0,"HUICHAPAN",7095,5318,16780,"pvem","pri",2,0,2011-07-01,1,5.08248703224317
"3003","13029",2016,"06",0,44262.504696602,0,"HUICHAPAN",4934,3641,18711,"pri","indep",3,0,2016-06-01,1,8.333710127207
"3004","13029",2020,"10",0,44268.7852306047,0,"HUICHAPAN",5894,4668,19496,"pvem","morena",4,0,2020-10-01,1,2.06427404059246
"3005","13030",2002,"11",0,75845.4429362039,0,"IXMIQUILPAN",8611,2000,11267,"pri","pan",0,0,2002-11-01,1,3.45889701150786
"3006","13030",2005,"11",0,75861.1558844795,0,"IXMIQUILPAN",10009,6960,21025,"prd","pri",1,0,2005-11-01,1,3.46761320998087
"3007","13030",2008,"11",0,75876.8760468242,0,"IXMIQUILPAN",8971,7838,27402,"pri","pan",2,0,2008-11-01,1,5.62022740526496
"3008","13030",2011,"07",2,86369.4007222175,27.2834081653765,"IXMIQUILPAN",10844,10170,33134,"pan","pri",3,1,2011-07-01,1,6.72496725092449
"3009","13030",2016,"06",1,86399.8292011145,14.0914630417382,"IXMIQUILPAN",22167,12755.93,40860,"pan","pri",3,2,2016-06-01,1,10.1480899105337
"3010","13030",2020,"10",2,86424.1652803791,27.2661194384508,"IXMIQUILPAN",6366,5623.15,35405,"pt","pan",5,0,2020-10-01,1,9.92251541743929
"3011","13031",2002,"11",0,12894.8924684526,0,"JACALA DE LEDEZMA",2718,1668,4751,"pri","prd",0,0,2002-11-01,1,18.3961954512754
"3012","13031",2005,"11",0,12894.7566775415,0,"JACALA DE LEDEZMA",2734,2310,5044,"prd","pri",1,0,2005-11-01,1,15.0161991914418
"3013","13031",2008,"11",0,12894.6208242867,0,"JACALA DE LEDEZMA",2825,2338,5733,"prd","pri",1,0,2008-11-01,1,14.0987071270276
"3014","13031",2011,"07",1,12803.7323268066,92.0220585980865,"JACALA DE LEDEZMA",3191,1828.09,6473,"pri","prd",2,0,2011-07-01,1,13.6452307954777
"3015","13031",2016,"06",0,12802.4598316351,0,"JACALA DE LEDEZMA",2577,2461,6621,"prd","pri",3,0,2016-06-01,1,15.4097203831752
"3016","13031",2020,"10",3,12801.4421158478,276.115564743992,"JACALA DE LEDEZMA",2395,1410,6450,"pri","pan",4,0,2020-10-01,1,18.477349961865
"3017","13032",2002,"11",0,10100.984327242,0,"JALTOCAN",2213,1614,3877,"pri","pan",0,0,2002-11-01,1,4.82121342244956
"3018","13032",2005,"11",0,10102.2273363506,0,"JALTOCAN",2230,1481,4706,"prd","pri",1,0,2005-11-01,1,2.8030310595637
"3019","13032",2008,"11",0,10103.4709161448,0,"JALTOCAN",2541,2225,5214,"prd","pri",1,0,2008-11-01,1,2.04288704341083
"3020","13032",2011,"07",0,10932.7864863633,0,"JALTOCAN",3160,2745,6158,"pri","prd",2,0,2011-07-01,1,1.36192469560722
"3021","13032",2016,"06",0,10931.7714610319,0,"JALTOCAN",3132,2024,5826,"prd","pri",3,0,2016-06-01,1,1.05266668612436
"3022","13032",2020,"10",0,10930.9596643922,0,"JALTOCAN",1975,1548,5784,"prd","pri",3,0,2020-10-01,1,8.03552050345859
"3023","13033",2002,"11",0,3206.98345668501,0,"JUAREZ HIDALGO",738,678,1416,"pri","prd",0,0,2002-11-01,1,0
"3024","13033",2005,"11",0,3206.96256577562,0,"JUAREZ HIDALGO",798,773,1571,"pri","prd",0,0,2005-11-01,1,0
"3025","13033",2008,"11",0,3206.94166527488,0,"JUAREZ HIDALGO",1157,719,1876,"prd","pri",1,0,2008-11-01,1,0
"3026","13033",2011,"07",0,3192.84481203964,0,"JUAREZ HIDALGO",645,637,1960,"pri","prd",2,0,2011-07-01,1,2.15445777006849
"3027","13033",2016,"06",0,3192.10706192075,0,"JUAREZ HIDALGO",1002,897,2022,"prd","pri",3,0,2016-06-01,1,4.94297100233633
"3028","13033",2020,"10",0,3191.51702436311,0,"JUAREZ HIDALGO",818,783,1967,"prd","pri",3,0,2020-10-01,1,0
"3029","13034",2002,"11",0,9866.97164003144,0,"LOLOTLA",1839,1495,3667,"prd","pri",0,0,2002-11-01,1,2.38823040324689
"3030","13034",2005,"11",0,9866.93582704392,0,"LOLOTLA",1787,1461,3947,"pri","pan",1,0,2005-11-01,1,1.38850604839935
"3031","13034",2008,"11",0,9866.89999761408,0,"LOLOTLA",2346,1045,4337,"pri","pna",1,0,2008-11-01,1,3.10847692823421
"3032","13034",2011,"07",0,9842.80783772693,0,"LOLOTLA",2532,1713.12,4853,"pri","pan",1,0,2011-07-01,1,2.7486632830247
"3033","13034",2016,"06",0,9841.89431492871,0,"LOLOTLA",1954,1899,5174,"pri","pan",1,0,2016-06-01,1,2.64731621006765
"3034","13034",2020,"10",0,9841.16369795298,0,"LOLOTLA",2020,1192,5244,"pri","mc",1,0,2020-10-01,1,0
"3035","13035",2002,"11",0,10201.4522667231,0,"METEPEC",2136,2019,4208,"pan","pri",0,1,2002-11-01,1,6.92947640791918
"3036","13035",2005,"11",0,10203.2861901259,0,"METEPEC",2205,1267,4629,"pri","pt",1,0,2005-11-01,1,9.63223779521229
"3037","13035",2008,"11",0,10205.1209555125,0,"METEPEC",2207,1174,5427,"prd","pri",2,0,2008-11-01,1,11.5256172560798
"3038","13035",2011,"07",0,11429.8587414317,0,"METEPEC",2619,1748,6157,"pna","pri",3,0,2011-07-01,1,14.8152421949882
"3039","13035",2016,"06",0,11433.941123801,0,"METEPEC",1909.83,1868,6673,"pna","pes",3,0,2016-06-01,1,15.5934302665934
"3040","13035",2020,"10",1,11437.206130286,103.016925027839,"METEPEC",3229.43,1671,6772,"pes","pna",4,0,2020-10-01,1,7.70018740739913
"3041","13036",2002,"11",0,8803.66291426499,0,"SAN AGUSTIN METZQUITITLAN",1773,1312,4157,"pri","pan",0,0,2002-11-01,1,0
"3042","13036",2005,"11",0,8804.50004284834,0,"SAN AGUSTIN METZQUITITLAN",1913,998,4434,"pan","prd",1,1,2005-11-01,1,0
"3043","13036",2008,"11",0,8805.33755577097,0,"SAN AGUSTIN METZQUITITLAN",1610,1510,4367,"pan","pri",1,2,2008-11-01,1,1.13393137044143
"3044","13036",2011,"07",2,9364.04426502225,251.648918588023,"SAN AGUSTIN METZQUITITLAN",2104,1565,5307,"pri","pna",2,0,2011-07-01,1,3.67049293704328
"3045","13036",2016,"06",2,9364.25469710314,260.031372358259,"SAN AGUSTIN METZQUITITLAN",1577.97,1336,5592,"pri","pes",2,0,2016-06-01,1,6.1885986675187
"3046","13036",2020,"10",0,9364.42299640649,0,"SAN AGUSTIN METZQUITITLAN",2151,1417,5556,"pri","mxh",2,0,2020-10-01,1,0
"3047","13037",2002,"11",0,20600.2100253251,0,"METZTITLAN",5249,0,5249,"pri",NA,0,0,2002-11-01,1,2.28776549276856
"3048","13037",2005,"11",1,20601.738046126,59.0969556682108,"METZTITLAN",3899,3715,7614,"pri","prd",0,0,2005-11-01,1,1.33009621672591
"3049","13037",2008,"11",0,20603.2667684661,0,"METZTITLAN",5869,3374,9426,"prd","pri",1,0,2008-11-01,1,3.41071587679311
"3050","13037",2011,"07",0,21622.6557743564,0,"METZTITLAN",4765.67,3404,10490,"prd","pri",1,0,2011-07-01,1,5.42652584650341
"3051","13037",2016,"06",0,21621.0193554685,0,"METZTITLAN",4051,3662,11514,"prd","pes",1,0,2016-06-01,1,6.59787823810101
"3052","13037",2020,"10",0,21619.710580886,0,"METZTITLAN",6827,4944.31,12067,"pri","prd",2,0,2020-10-01,1,3.81298962487324
"3053","13038",2002,"11",0,7014.14267039973,0,"MINERAL DEL CHICO",1779,979,2944,"pri","prd",0,0,2002-11-01,1,6.71822230043723
"3054","13038",2005,"11",0,7015.58563535533,0,"MINERAL DEL CHICO",1987,1279,3374,"prd","pri",1,0,2005-11-01,1,5.92359882104298
"3055","13038",2008,"11",0,7017.02926279952,0,"MINERAL DEL CHICO",1842,1551,3754,"pri","prd",2,0,2008-11-01,1,7.03294472803248
"3056","13038",2011,"07",0,7980.46764694096,0,"MINERAL DEL CHICO",1770,1689.66,4278,"pri","prd",2,0,2011-07-01,1,6.41232742075881
"3057","13038",2016,"06",0,7982.69079998379,0,"MINERAL DEL CHICO",2036,1730.06,4713,"prd","pri",3,0,2016-06-01,1,7.55564470789673
"3058","13038",2020,"10",0,7984.4688326239,0,"MINERAL DEL CHICO",2081,1568,4665,"prd","pri",3,0,2020-10-01,1,0
"3059","13039",2002,"11",0,12886.156850384,0,"MINERAL DEL MONTE",2241,1587,4687,"pri","pan",0,0,2002-11-01,1,0
"3060","13039",2005,"11",0,12887.6177218334,0,"MINERAL DEL MONTE",1754,1131,4429,"pri","pt",0,0,2005-11-01,1,0
"3061","13039",2008,"11",0,12889.0792639925,0,"MINERAL DEL MONTE",2283,1675,5675,"pan","pri",1,1,2008-11-01,1,0
"3062","13039",2011,"07",0,13864.2395518851,0,"MINERAL DEL MONTE",2570,2029,6621,"pri","pt",2,0,2011-07-01,1,2.50342162775142
"3063","13039",2016,"06",1,13865.3783607935,87.8086387777683,"MINERAL DEL MONTE",1552,1420,7052,"pna","pan",3,0,2016-06-01,1,4.95555882963624
"3064","13039",2020,"10",0,13866.2891570234,0,"MINERAL DEL MONTE",1345,1269,7048,"pri","indep",4,0,2020-10-01,1,0
"3065","13040",2002,"11",0,11050.2921824515,0,"MISION--LA",2246,1800,4205,"prd","pri",0,0,2002-11-01,1,23.7422954747023
"3066","13040",2005,"11",0,11049.3983499712,0,"MISION--LA",2470,2003,4473,"prd","pri",0,0,2005-11-01,1,16.2836547300678
"3067","13040",2008,"11",1,11048.504107118,110.195913238212,"MISION--LA",2726,1812,4618,"prd","pri",0,0,2008-11-01,1,15.4828018629696
"3068","13040",2011,"07",0,10451.6703557755,0,"MISION--LA",2637,2478,5115,"prd","pri",0,0,2011-07-01,1,14.1504884306498
"3069","13040",2016,"06",0,10450.1032556907,0,"MISION--LA",3548,2117,5698,"prd","pri",0,0,2016-06-01,1,12.4308389511828
"3070","13040",2020,"10",0,10448.8499208787,0,"MISION--LA",3608.61,1292,5433,"prd","morena",0,0,2020-10-01,1,14.4534688428491
"3071","13041",2002,"11",0,35074.1803581546,0,"MIXQUIAHUALA DE JUAREZ",4559,3455,9777,"pri","prd",0,0,2002-11-01,1,2.73143157955205
"3072","13041",2005,"11",0,35085.7733206573,0,"MIXQUIAHUALA DE JUAREZ",4074,3551,13073,"pan","pri",1,1,2005-11-01,1,1.97839278615591
"3073","13041",2008,"11",0,35097.3716056768,0,"MIXQUIAHUALA DE JUAREZ",5784,5634,14982,"pri","pt",2,0,2008-11-01,1,2.7178969465747
"3074","13041",2011,"07",1,42836.2851166781,27.5053217906815,"MIXQUIAHUALA DE JUAREZ",6912,4065,17012,"pri","pna",2,0,2011-07-01,1,2.93803446802961
"3075","13041",2016,"06",0,42847.1483633952,0,"MIXQUIAHUALA DE JUAREZ",5989,4225,17918,"pt","pri",3,0,2016-06-01,1,7.1490017667597
"3076","13041",2020,"10",0,42855.8365674317,0,"MIXQUIAHUALA DE JUAREZ",5459,4833,17337,"morena","pvem",4,0,2020-10-01,1,0
"3077","13042",2002,"11",0,10769.5199327569,0,"MOLANGO DE ESCAMILLA",2118,2076,4194,"pri","pt",0,0,2002-11-01,1,2.18807488877548
"3078","13042",2005,"11",0,10770.1765041948,0,"MOLANGO DE ESCAMILLA",2947,742,4315,"pri","prd",0,0,2005-11-01,1,2.58654412227259
"3079","13042",2008,"11",0,10770.8333770753,0,"MOLANGO DE ESCAMILLA",2068,1755,4588,"pri","prd",0,0,2008-11-01,1,2.80559980628509
"3080","13042",2011,"07",0,11209.1921622731,0,"MOLANGO DE ESCAMILLA",2001,1854.52,5473,"pri","prd",0,0,2011-07-01,1,3.69148808901136
"3081","13042",2016,"06",0,11210.1056850713,0,"MOLANGO DE ESCAMILLA",2773,2027.97,5557,"pes","pri",1,0,2016-06-01,1,4.24537667564913
"3082","13042",2020,"10",0,11210.836302047,0,"MOLANGO DE ESCAMILLA",1238,1122,5771,"pri","prd",2,0,2020-10-01,1,7.29358296258493
"3083","13043",2002,"11",0,6837.73530696015,0,"NICOLAS FLORES",1660,416,2076,"pri","pan",0,0,2002-11-01,1,0
"3084","13043",2005,"11",0,6837.40105240993,0,"NICOLAS FLORES",1328,1238,2566,"prd","pri",1,0,2005-11-01,1,0
"3085","13043",2008,"11",0,6837.06664439804,0,"NICOLAS FLORES",1324,766,3055,"pri","pan",2,0,2008-11-01,1,1.4604401969824
"3086","13043",2011,"07",0,6613.81825302629,0,"NICOLAS FLORES",2391,471,3616,"pri","pna",2,0,2011-07-01,1,0.973626797988265
"3087","13043",2016,"06",0,6612.95424365886,0,"NICOLAS FLORES",2053,1132,3642,"pan","pri",3,1,2016-06-01,1,1.53065467271332
"3088","13043",2020,"10",0,6612.26322651922,0,"NICOLAS FLORES",1638.89,1228.34,3762,"pan","morena",3,2,2020-10-01,1,0
"3089","13044",2002,"11",0,14763.0682254823,0,"NOPALA DE VILLAGRAN",2436,1445,6224,"pan","pri",0,1,2002-11-01,1,1.7671456038373
"3090","13044",2005,"11",0,14764.4171813456,0,"NOPALA DE VILLAGRAN",2236,2143,6241,"pri","pvem",1,0,2005-11-01,1,1.98623884489599
"3091","13044",2008,"11",0,14765.7667565365,0,"NOPALA DE VILLAGRAN",2695,2411,7244,"pvem","pri",2,0,2008-11-01,1,4.72392335236312
"3092","13044",2011,"07",0,15666.6676206885,0,"NOPALA DE VILLAGRAN",3125,2675,7460,"pvem","pri",2,0,2011-07-01,1,4.01307227798234
"3093","13044",2016,"06",0,15669.8414316027,0,"NOPALA DE VILLAGRAN",2254,2127,7672,"pvem","pri",2,0,2016-06-01,1,13.6457428150147
"3094","13044",2020,"10",3,15672.3797810956,225.535462305377,"NOPALA DE VILLAGRAN",1747,1541.82,7921,"morena","pan",3,0,2020-10-01,1,0
"3095","13045",2002,"11",0,8023.11194710046,0,"OMITLAN DE JUAREZ",2073,1184,3277,"pan","pri",0,1,2002-11-01,1,0
"3096","13045",2005,"11",0,8024.51611465291,0,"OMITLAN DE JUAREZ",1913,1232,3461,"pan","pri",0,2,2005-11-01,1,0
"3097","13045",2008,"11",0,8025.92092688144,0,"OMITLAN DE JUAREZ",1396,1293,4251,"pri","pvem",1,0,2008-11-01,1,5.85292192506625
"3098","13045",2011,"07",0,8963.17289396926,0,"OMITLAN DE JUAREZ",2439,1378.77,4280,"pri","pan",1,0,2011-07-01,1,6.15465944183964
"3099","13045",2016,"06",0,8963.99481692051,0,"OMITLAN DE JUAREZ",1650,1511,4492,"pvem","pri",2,0,2016-06-01,1,5.33104680656215
"3100","13045",2020,"10",0,8964.65217419948,0,"OMITLAN DE JUAREZ",2634,1024.32,4960,"pri","morena",3,0,2020-10-01,1,0
"3101","13046",2002,"11",0,37686.7677713733,0,"SAN FELIPE ORIZATLAN",7246,5909,13251,"pan","pri",0,1,2002-11-01,1,1.29221797149224
"3102","13046",2005,"11",0,37689.0001142622,0,"SAN FELIPE ORIZATLAN",6993,6151,15047,"pri","pan",1,0,2005-11-01,1,1.12689348337803
"3103","13046",2008,"11",0,37691.2334820559,0,"SAN FELIPE ORIZATLAN",7154,3985,15884,"pri","conve",1,0,2008-11-01,1,1.10344433610861
"3104","13046",2011,"07",0,39180.6411929373,0,"SAN FELIPE ORIZATLAN",8269,4923,17702,"pri","pt",1,0,2011-07-01,1,1.24533154044576
"3105","13046",2016,"06",0,39178.9354552463,0,"SAN FELIPE ORIZATLAN",7030,6566,16884,"pan","pri",2,1,2016-06-01,1,1.36090535852761
"3106","13046",2020,"10",0,39177.5712408932,0,"SAN FELIPE ORIZATLAN",7129,6086,18833,"pri","pna",3,0,2020-10-01,1,2.15376043398053
"3107","13047",2002,"11",0,5582.36899069963,0,"PACULA",1137,1075,2212,"pan","pri",0,1,2002-11-01,1,9.03612970925775
"3108","13047",2005,"11",0,5581.57215172725,0,"PACULA",1246,1162,2414,"pan","pri",0,2,2005-11-01,1,5.25356378445218
"3109","13047",2008,"11",0,5580.77494691319,0,"PACULA",1397,1359,2756,"pan","pri",0,3,2008-11-01,1,3.82886852087193
"3110","13047",2011,"07",0,5048.84324974473,0,"PACULA",1708,1429,3137,"pan","pri",0,4,2011-07-01,1,2.55257901391462
"3111","13047",2016,"06",0,5048.09807261122,0,"PACULA",1628,1263,2937,"pan","pri",0,5,2016-06-01,1,2.99222793958764
"3112","13047",2020,"10",0,5047.50209507818,0,"PACULA",1210.95,1008,2748,"pan","podemos",0,6,2020-10-01,1,14.5398247234986
"3113","13048",2002,"11",0,245234.769446986,0,"PACHUCA DE SOTO",38049,29023,73445,"pri","pan",0,0,2002-11-01,1,0.967244779556348
"3114","13048",2005,"11",1,245268.573922792,4.96394617756149,"PACHUCA DE SOTO",32221,15393,64307,"pri","prd",0,0,2005-11-01,1,1.64484519007429
"3115","13048",2008,"11",1,245302.39391878,4.96326179516664,"PACHUCA DE SOTO",42951,29198,83173,"pri","pan",0,0,2008-11-01,1,2.67676139507784
"3116","13048",2011,"07",3,267886.199427282,13.1946976996638,"PACHUCA DE SOTO",46318,33238.92,92809,"pri","pan",0,0,2011-07-01,1,5.337268911657
"3117","13048",2016,"06",1,268001.24140807,4.54288940455385,"PACHUCA DE SOTO",41768,26295.72,113357,"pan","pri",1,1,2016-06-01,1,7.21270927572444
"3118","13048",2020,"10",1,268093.249647216,4.39483578196034,"PACHUCA DE SOTO",32759,28507.97,87968,"pri","morena",2,0,2020-10-01,1,0.651304026426142
"3119","13049",2002,"11",0,16532.025374421,0,"PISAFLORES",2652,2492,5378,"pan","pri",0,1,2002-11-01,1,11.6974483469106
"3120","13049",2005,"11",0,16534.5830186133,0,"PISAFLORES",3434,2463,6137,"pri","pan",1,0,2005-11-01,1,11.0872484952676
"3121","13049",2008,"11",0,16537.1418370614,0,"PISAFLORES",3239,3161,7010,"pri","pan",1,0,2008-11-01,1,11.5745514894227
"3122","13049",2011,"07",0,18244.2494464195,0,"PISAFLORES",4112,3905.62,8413,"pri","pan",1,0,2011-07-01,1,12.8486336530619
"3123","13049",2016,"06",0,18245.4352930871,0,"PISAFLORES",3260,3057,8028,"pri","pan",1,0,2016-06-01,1,12.8092965430757
"3124","13049",2020,"10",0,18246.3837091613,0,"PISAFLORES",5261,1929,8172,"pri","pan",1,0,2020-10-01,1,9.66120218698522
"3125","13050",2002,"11",0,19044.7529691722,0,"PROGRESO DE OBREGON",4215,2638,7016,"pan","pri",0,1,2002-11-01,1,0
"3126","13050",2005,"11",0,19049.4922211877,0,"PROGRESO DE OBREGON",3128,2581,8396,"prd","pan",1,0,2005-11-01,1,2.90033385888205
"3127","13050",2008,"11",0,19054.2336490706,0,"PROGRESO DE OBREGON",4673,2867,9191,"pri","prd",2,0,2008-11-01,1,3.58478323626978
"3128","13050",2011,"07",0,22217.741569314,0,"PROGRESO DE OBREGON",5014,4108,10705,"pt","pri",3,0,2011-07-01,1,3.29862296585241
"3129","13050",2016,"06",0,22221.2669255868,0,"PROGRESO DE OBREGON",4426,4134,10946,"pri","indep",4,0,2016-06-01,1,5.91324702629719
"3130","13050",2020,"10",0,22224.0864339159,0,"PROGRESO DE OBREGON",3338.15,2080,10285,"morena","pri",5,0,2020-10-01,1,0
"3131","13051",2002,"11",0,42323.6554367315,0,"MINERAL DE LA REFORMA",5503,3966,11087,"pri","pan",0,0,2002-11-01,1,0
"3132","13051",2005,"11",0,42450.7631904886,0,"MINERAL DE LA REFORMA",6247,2722,13326,"pri","pan",0,0,2005-11-01,1,1.30984742612855
"3133","13051",2008,"11",0,42577.9293014747,0,"MINERAL DE LA REFORMA",12542,6648,26685,"pri","pna",0,0,2008-11-01,1,1.53846173103587
"3134","13051",2011,"07",0,127443.237036489,0,"MINERAL DE LA REFORMA",15168,10267.59,32153,"pri","pan",0,0,2011-07-01,1,2.47117767126912
"3135","13051",2016,"06",0,127629.766508662,0,"MINERAL DE LA REFORMA",20160,14104.29,50391,"pan","pri",1,1,2016-06-01,1,3.01436716771225
"3136","13051",2020,"10",1,127778.948991145,9.22081309757263,"MINERAL DE LA REFORMA",21001,13863.56,45675,"pri","morena",2,0,2020-10-01,1,0
"3137","13052",2002,"11",0,24257.2276247689,0,"SAN AGUSTIN TLAXIACA",3735,2887,7487,"prd","pri",0,0,2002-11-01,1,2.00716674182049
"3138","13052",2005,"11",0,24268.8802755841,0,"SAN AGUSTIN TLAXIACA",3402,3254,9441,"pan","pri",1,1,2005-11-01,1,1.73129807296721
"3139","13052",2008,"11",0,24280.53827632,0,"SAN AGUSTIN TLAXIACA",4681,2574,11164,"pri","pan",2,0,2008-11-01,1,1.26179351080661
"3140","13052",2011,"07",0,32060.558907789,0,"SAN AGUSTIN TLAXIACA",7919,2062.74,12734,"pri","pan",2,0,2011-07-01,1,2.95147245600393
"3141","13052",2016,"06",2,32077.4776470927,75.9099585942878,"SAN AGUSTIN TLAXIACA",5118.74,4756,13701,"pri","pes",2,0,2016-06-01,1,4.54883127218043
"3142","13052",2020,"10",0,32091.0089110821,0,"SAN AGUSTIN TLAXIACA",5442,3599,13558,"pri","pna",2,0,2020-10-01,1,0
"3143","13053",2002,"11",1,18649.3938056721,65.2836233009195,"SAN BARTOLO TUTOTEPEC",2755,1761,4586,"pri","pan",0,0,2002-11-01,1,23.2677265622065
"3144","13053",2005,"11",0,18648.6283030638,0,"SAN BARTOLO TUTOTEPEC",2990,2960,6244,"prd","pri",1,0,2005-11-01,1,19.714706425026
"3145","13053",2008,"11",0,18647.8624490009,0,"SAN BARTOLO TUTOTEPEC",3717,3613,7724,"prd","pri",1,0,2008-11-01,1,19.9997875958066
"3146","13053",2011,"07",0,18136.7719049442,0,"SAN BARTOLO TUTOTEPEC",4264,3933,8621,"prd","pri",1,0,2011-07-01,1,20.2124896095167
"3147","13053",2016,"06",0,18135.6875608097,0,"SAN BARTOLO TUTOTEPEC",4684.6,4219,9487,"pri","prd",2,0,2016-06-01,1,17.6275932039627
"3148","13053",2020,"10",0,18134.8203243995,0,"SAN BARTOLO TUTOTEPEC",4467,2875,9538,"prd","pri",3,0,2020-10-01,1,30.3552615078197
"3149","13054",2002,"11",0,28984.4820566972,0,"SAN SALVADOR",5475,3634,9713,"prd","pri",0,0,2002-11-01,1,0
"3150","13054",2005,"11",0,28990.1420009336,0,"SAN SALVADOR",4761,4180,10355,"prd","pri",0,0,2005-11-01,1,0
"3151","13054",2008,"11",0,28995.8045437421,0,"SAN SALVADOR",7067,4533,12138,"pri","prd",1,0,2008-11-01,1,1.68660511413192
"3152","13054",2011,"07",2,32775.0950374649,71.8976286784093,"SAN SALVADOR",5461,5368,13209,"prd","pri",2,0,2011-07-01,1,1.93664560501488
"3153","13054",2016,"06",0,32785.0546640699,0,"SAN SALVADOR",4408,3285,15217,"prd","indep",2,0,2016-06-01,1,2.62901358052258
"3154","13054",2020,"10",0,32793.020171098,0,"SAN SALVADOR",4185,3228,15050,"morena","pna",3,0,2020-10-01,1,0
"3155","13055",2002,"11",0,13584.873810147,0,"SANTIAGO DE ANAYA",2090,1732,4069,"pri","prd",0,0,2002-11-01,1,1.73461428191045
"3156","13055",2005,"11",0,13588.5028595493,0,"SANTIAGO DE ANAYA",2730,1856,4586,"pri","prd",0,0,2005-11-01,1,1.00849667552933
"3157","13055",2008,"11",0,13592.133575107,0,"SANTIAGO DE ANAYA",2650,1749,6033,"pri","conve",0,0,2008-11-01,1,2.13833530822484
"3158","13055",2011,"07",0,16015.2055709001,0,"SANTIAGO DE ANAYA",3877,2550,6559,"pri","prd",0,0,2011-07-01,1,3.53106918127883
"3159","13055",2016,"06",0,16020.936750515,0,"SANTIAGO DE ANAYA",2849,2628,8049,"pri","indep",0,0,2016-06-01,1,3.37150432537271
"3160","13055",2020,"10",0,16025.5204315416,0,"SANTIAGO DE ANAYA",3228,2550,8311,"pes","pri",1,0,2020-10-01,1,5.78204760636818
"3161","13056",2002,"11",0,26262.5564388464,0,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",3788,3432,8368,"pan","pri",0,1,2002-11-01,1,8.25283507005327
"3162","13056",2005,"11",0,26273.3615156235,0,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",4278,2472,8778,"pri","prd",1,0,2005-11-01,1,6.3621589569618
"3163","13056",2008,"11",1,26284.1715531865,46.3206533839717,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",4446,2627,9754,"pri","pan",1,0,2008-11-01,1,6.21895106561867
"3164","13056",2011,"07",0,33498.1589602938,0,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",5216,5051,12135,"pvem","pri",2,0,2011-07-01,1,6.1917212629125
"3165","13056",2012,"03",0,33501.165753571,0,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",4561,4390,12957,"pri","prd",1,0,2012-03-01,1,5.60628604263995
"3166","13056",2016,"06",0,33513.1763838549,0,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",4069,3605,12466,"pri","prd",3,0,2016-06-01,1,7.76732726496567
"3167","13056",2020,"10",1,33525.1870141388,35.1444961650688,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",3680,2522,12846,"pri","podemos",3,0,2020-10-01,1,2.99088884510074
"3168","13057",2002,"11",0,13270.869394594,0,"SINGUILUCAN",1542,1539,5016,"pvem","pri",0,0,2002-11-01,1,5.32644523427608
"3169","13057",2005,"11",0,13273.2300673548,0,"SINGUILUCAN",1756,1500,5708,"pri","pt",1,0,2005-11-01,1,4.23933268264202
"3170","13057",2008,"11",0,13275.5918239388,0,"SINGUILUCAN",2661,1916,6636,"pan","pri",2,1,2008-11-01,1,6.70797329483213
"3171","13057",2011,"07",0,14851.1515426056,0,"SINGUILUCAN",2538,2318,7431,"pri","pt",3,0,2011-07-01,1,8.11748051001507
"3172","13057",2016,"06",0,14851.8719630237,0,"SINGUILUCAN",2147.76,1629,7449,"pna","pt",4,0,2016-06-01,1,8.0805413046491
"3173","13057",2020,"10",0,14852.4481406387,0,"SINGUILUCAN",2154,1988,8664,"pna","pri",4,0,2020-10-01,1,0
"3174","13058",2002,"11",0,16648.2564213824,0,"TASQUILLO",3128,2623,5751,"pan","pri",0,1,2002-11-01,1,1.46258717938143
"3175","13058",2005,"11",0,16648.5802304779,0,"TASQUILLO",2685,1690,6076,"prd","pri",1,0,2005-11-01,1,0.850341383361294
